month,week_of_month,day_of_week,make,accident_area,month_claimed,week_of_month_claimed,day_of_week_claimed,year,weeks_past,is_holidayweek_claim,sex,marital_status,fault,vehicle_category,vehicle_price,rep_number,deductible,driver_rating,days_policy-accident,days_policy-claim,past_number_of_claims,age_of_vehicle,age_of_policy-holder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change-claim,number_of_cars,base_policy,class
dec,4,wednesday,mercury,urban,jan,1,thu,1994,2,1,male,married,policy-holder,sedan,20<=X<=29,2,400,2,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
oct,5,friday,toyota,urban,feb,1,fri,1994,16,0,male,married,policy-holder,sedan,<20,9,400,2,>30,>30,none,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
jul,3,monday,honda,urban,jul,3,tue,1994,0,0,male,married,policy-holder,sport,>69,11,400,4,>30,>30,one,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,collision,legal
jun,4,monday,pontiac,urban,jul,1,tue,1994,2,0,male,married,policy-holder,sedan,20<=X<=29,3,400,4,>30,>30,one,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
feb,5,monday,chevrolet,urban,mar,1,fri,1994,1,0,male,married,policy-holder,sport,20<=X<=29,10,400,4,>30,>30,none,8,41<=X<=50,no,no,internal,3<=X<=5,none,5<=X<=8,liability,legal
feb,3,thursday,toyota,urban,feb,3,fri,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,8,400,2,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,collision,legal
feb,3,wednesday,toyota,rural,feb,4,fri,1994,1,1,male,single,third-party,sport,20<=X<=29,1,400,4,>30,>30,2<=X<=4,5,26<=X<=30,no,no,external,3<=X<=5,none,<3,liability,legal
nov,1,thursday,mazda,urban,nov,1,fri,1994,0,0,male,married,policy-holder,sedan,30<=X<=39,6,400,1,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
sep,3,saturday,mazda,urban,sep,3,tue,1994,0,0,male,single,third-party,sport,30<=X<=39,10,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
dec,1,monday,toyota,rural,may,3,tue,1994,27,0,male,married,policy-holder,sedan,30<=X<=39,1,400,3,>30,>30,none,8,36<=X<=40,no,no,external,>5,<0.5,<3,all-perils,fraud
jun,1,tuesday,accura,urban,jun,2,thu,1994,1,0,male,single,policy-holder,sedan,30<=X<=39,13,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
may,4,monday,mazda,urban,may,4,mon,1994,0,0,male,widow,policy-holder,sedan,20<=X<=29,15,400,4,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
jan,2,monday,pontiac,urban,jan,2,fri,1994,0,0,female,married,third-party,sedan,20<=X<=29,8,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jan,2,tuesday,pontiac,urban,jan,2,tue,1994,0,0,male,single,policy-holder,sport,30<=X<=39,8,400,4,>30,>30,>4,5,26<=X<=30,no,no,external,3<=X<=5,none,<3,liability,legal
jan,2,tuesday,pontiac,urban,jan,2,fri,1994,0,0,male,single,third-party,sport,30<=X<=39,10,400,3,>30,>30,one,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
sep,4,tuesday,honda,urban,oct,1,mon,1994,2,0,male,married,third-party,sedan,20<=X<=29,2,500,3,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,>5,2<=X<=3,<3,all-perils,legal
jan,5,saturday,honda,urban,jan,5,mon,1994,0,0,female,single,third-party,sport,20<=X<=29,8,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
jan,5,sunday,accura,urban,feb,1,tue,1994,1,0,male,married,policy-holder,sport,30<=X<=39,6,400,2,>30,>30,>4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
jan,5,monday,mazda,urban,feb,1,thu,1994,1,0,male,married,policy-holder,sedan,40<=X<=59,13,400,1,>30,>30,>4,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
jan,4,wednesday,chevrolet,urban,feb,4,tue,1994,5,1,male,married,policy-holder,sedan,>69,13,400,2,>30,>30,one,7,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jan,5,saturday,honda,urban,feb,1,wed,1994,1,0,male,single,policy-holder,sport,20<=X<=29,11,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
jan,5,friday,honda,urban,jan,5,fri,1994,0,0,male,married,policy-holder,sport,20<=X<=29,5,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,none,<3,liability,legal
dec,2,friday,chevrolet,urban,jan,2,fri,1994,5,0,male,married,policy-holder,sedan,>69,12,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,fraud
jan,4,tuesday,honda,urban,jan,4,wed,1994,0,0,male,single,policy-holder,sport,>69,3,400,1,>30,>30,2<=X<=4,4-Jan,16<=X<=17,no,no,external,none,none,<3,liability,legal
jan,4,friday,chevrolet,urban,jan,4,wed,1994,0,0,female,single,third-party,sport,>69,5,400,3,>30,>30,one,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,liability,legal
jan,4,friday,toyota,urban,jan,4,thu,1994,0,0,male,married,third-party,sedan,<20,3,400,3,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jan,2,wednesday,toyota,urban,jan,4,mon,1994,2,0,female,married,third-party,sedan,30<=X<=39,14,400,1,>30,>30,>4,4-Jan,31<=X<=35,no,no,external,1<=X<=2,none,3<=X<=4,collision,legal
jan,2,thursday,toyota,urban,jan,2,thu,1994,0,0,male,married,policy-holder,sport,20<=X<=29,4,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,liability,legal
jan,3,friday,honda,urban,jan,3,mon,1994,0,1,male,married,third-party,sedan,20<=X<=29,8,400,2,>30,>30,one,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
oct,2,saturday,toyota,urban,oct,2,mon,1994,0,1,female,single,policy-holder,sedan,20<=X<=29,12,400,4,>30,>30,none,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
may,4,friday,nisson,rural,jul,2,wed,1994,8,0,male,married,policy-holder,utility,>69,6,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,4<=X<=8,<3,all-perils,legal
may,3,thursday,honda,urban,may,4,mon,1994,1,0,male,married,policy-holder,sport,20<=X<=29,7,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,>5,none,<3,liability,legal
mar,4,friday,pontiac,urban,mar,5,wed,1994,1,0,male,single,policy-holder,sedan,20<=X<=29,2,400,3,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
mar,1,saturday,mazda,urban,mar,3,mon,1994,2,0,male,single,policy-holder,sport,20<=X<=29,7,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
feb,2,monday,vW,urban,feb,4,tue,1994,2,1,male,married,policy-holder,sedan,30<=X<=39,2,400,4,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
feb,2,monday,toyota,urban,feb,2,mon,1994,0,0,male,single,policy-holder,sport,30<=X<=39,2,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
feb,1,monday,honda,urban,feb,2,tue,1994,1,0,female,single,policy-holder,sedan,<20,14,400,1,>30,>30,one,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
feb,1,sunday,chevrolet,urban,feb,2,thu,1994,1,0,male,single,policy-holder,sedan,20<=X<=29,1,400,2,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
feb,2,tuesday,saab,urban,feb,2,wed,1994,0,0,male,married,policy-holder,sedan,30<=X<=39,1,400,2,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,5,tuesday,honda,urban,feb,1,wed,1994,1,0,female,single,policy-holder,sport,20<=X<=29,16,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,3,sunday,chevrolet,urban,jan,3,wed,1994,0,1,male,married,policy-holder,sedan,20<=X<=29,5,400,1,>30,>30,one,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,all-perils,legal
jan,3,saturday,mercury,rural,jan,3,tue,1994,0,1,male,married,third-party,sedan,20<=X<=29,12,400,3,>30,>30,one,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jan,3,monday,ford,urban,jan,3,tue,1994,0,1,male,married,policy-holder,sedan,<20,8,400,4,>30,>30,2<=X<=4,8,>65,no,no,external,1<=X<=2,none,<3,all-perils,legal
jun,3,tuesday,pontiac,urban,jul,4,thu,1994,6,0,male,married,policy-holder,sedan,20<=X<=29,3,400,2,>30,>30,one,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
jun,2,thursday,mazda,urban,jun,2,fri,1994,0,0,male,single,third-party,sedan,20<=X<=29,3,400,4,>30,>30,none,6,31<=X<=35,no,no,external,none,one,<3,all-perils,legal
dec,2,sunday,toyota,urban,feb,1,tue,1994,9,0,male,married,third-party,sedan,20<=X<=29,7,400,1,>30,>30,>4,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jan,1,sunday,chevrolet,urban,jan,1,tue,1994,0,1,female,single,third-party,sedan,20<=X<=29,2,400,2,>30,>30,none,7,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,1,sunday,pontiac,urban,jan,1,wed,1994,0,1,male,married,policy-holder,sedan,20<=X<=29,10,400,4,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jan,1,monday,honda,urban,jan,2,wed,1994,1,0,male,single,third-party,sport,>69,8,400,4,>30,>30,2<=X<=4,4-Jan,16<=X<=17,no,no,external,none,none,<3,liability,legal
dec,5,thursday,pontiac,urban,jan,2,fri,1994,2,0,male,married,third-party,sport,20<=X<=29,10,400,4,>30,>30,one,7,41<=X<=50,no,no,external,none,none,<3,liability,legal
jan,1,saturday,chevrolet,urban,jan,1,mon,1994,0,1,male,married,policy-holder,sport,30<=X<=39,14,400,1,>30,>30,>4,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
dec,2,monday,mazda,urban,jan,1,mon,1994,4,1,male,married,policy-holder,sedan,30<=X<=39,10,400,2,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,4<=X<=8,<3,all-perils,fraud
dec,5,friday,mazda,urban,jan,1,tue,1994,1,1,male,married,policy-holder,sedan,30<=X<=39,1,400,4,>30,>30,none,8,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
feb,4,tuesday,toyota,urban,feb,4,wed,1994,0,1,male,married,policy-holder,sedan,20<=X<=29,6,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
dec,3,tuesday,chevrolet,urban,jan,2,mon,1994,4,0,male,married,policy-holder,utility,>69,14,400,2,>30,>30,none,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,fraud
feb,2,sunday,toyota,urban,feb,3,mon,1994,1,0,female,married,policy-holder,sedan,20<=X<=29,1,400,3,>30,>30,none,6,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
dec,3,thursday,honda,urban,jan,1,mon,1994,3,1,male,married,policy-holder,sport,>69,13,400,3,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,collision,fraud
feb,1,friday,chevrolet,urban,feb,2,wed,1994,1,0,male,married,third-party,sedan,30<=X<=39,4,400,3,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
feb,1,saturday,honda,urban,oct,3,mon,1994,42,0,male,married,third-party,sedan,30<=X<=39,14,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
aug,1,wednesday,mazda,urban,sep,2,thu,1994,6,1,male,married,third-party,sedan,20<=X<=29,1,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
mar,1,sunday,pontiac,urban,mar,2,fri,1994,1,0,female,married,policy-holder,sedan,20<=X<=29,4,400,4,>30,>30,2<=X<=4,6,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
dec,4,saturday,pontiac,urban,jan,2,mon,1994,3,0,male,married,third-party,sedan,<20,16,400,4,>30,>30,none,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
dec,4,friday,mazda,urban,jan,1,mon,1994,2,1,male,married,third-party,sedan,20<=X<=29,10,400,4,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
dec,4,monday,mazda,urban,jan,1,tue,1994,2,1,male,single,policy-holder,sedan,20<=X<=29,2,400,4,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
dec,4,monday,honda,rural,jan,2,fri,1994,3,0,male,single,policy-holder,sedan,>69,14,400,3,>30,>30,2<=X<=4,4-Jan,16<=X<=17,no,no,external,none,none,<3,collision,legal
sep,1,monday,honda,rural,sep,1,tue,1994,0,0,male,married,policy-holder,sport,30<=X<=39,6,400,4,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
dec,3,friday,pontiac,urban,jan,3,tue,1994,5,1,male,married,third-party,sedan,<20,16,500,3,none,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,2<=X<=3,<3,all-perils,fraud
apr,4,saturday,pontiac,urban,may,1,tue,1994,2,0,male,married,policy-holder,sedan,20<=X<=29,15,400,3,>30,>30,one,8,51<=X<=65,no,no,external,none,none,3<=X<=4,collision,legal
dec,3,saturday,pontiac,urban,jan,2,mon,1994,4,0,male,married,policy-holder,sedan,>69,11,400,4,>30,>30,2<=X<=4,4-Jan,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,fraud
sep,5,friday,mazda,urban,oct,1,mon,1994,1,0,male,single,policy-holder,sedan,>69,5,400,4,>30,>30,2<=X<=4,5,26<=X<=30,no,no,external,3<=X<=5,none,<3,collision,legal
oct,1,saturday,toyota,urban,oct,2,tue,1994,1,1,male,single,third-party,sedan,20<=X<=29,5,400,2,>30,>30,one,5,26<=X<=30,no,no,external,none,none,<3,collision,legal
dec,4,tuesday,pontiac,rural,mar,3,wed,1994,14,0,male,married,third-party,sedan,<20,16,400,2,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
apr,3,monday,pontiac,urban,apr,3,mon,1994,0,0,male,single,policy-holder,sedan,20<=X<=29,3,400,1,>30,>30,none,8,36<=X<=40,no,no,external,>5,4<=X<=8,<3,collision,legal
feb,4,wednesday,honda,rural,feb,5,mon,1994,1,0,female,married,third-party,sedan,<20,1,400,1,>30,>30,none,5,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
feb,3,monday,accura,urban,feb,3,tue,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,4,>30,>30,>4,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
aug,2,thursday,pontiac,urban,aug,3,wed,1994,1,0,male,married,policy-holder,sedan,20<=X<=29,16,400,4,>30,>30,none,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,legal
jun,4,saturday,mazda,rural,jun,4,mon,1994,0,0,male,married,policy-holder,sedan,30<=X<=39,7,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
jun,1,friday,chevrolet,urban,sep,2,mon,1994,16,1,male,married,policy-holder,sedan,20<=X<=29,12,400,1,>30,>30,none,8,51<=X<=65,no,no,external,>5,none,<3,collision,legal
jun,1,friday,toyota,urban,jun,3,tue,1994,2,0,male,married,policy-holder,sedan,20<=X<=29,9,400,2,15<=X<=30,>30,none,8,51<=X<=65,yes,no,external,none,none,<3,collision,legal
jan,5,tuesday,mazda,urban,jan,5,tue,1994,0,0,male,married,policy-holder,sport,20<=X<=29,3,700,4,>30,>30,>4,8,>65,no,no,external,1<=X<=2,none,<3,liability,legal
jan,5,tuesday,honda,urban,feb,2,thu,1994,2,0,male,married,policy-holder,sedan,20<=X<=29,11,400,1,>30,>30,one,8,>65,no,no,external,1<=X<=2,none,<3,collision,legal
feb,1,thursday,chevrolet,urban,feb,1,mon,1994,0,0,male,married,policy-holder,sedan,>69,1,400,4,>30,>30,one,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
jul,4,monday,toyota,urban,sep,1,thu,1994,7,0,male,single,policy-holder,sport,20<=X<=29,15,400,1,>30,>30,2<=X<=4,6,26<=X<=30,no,no,external,3<=X<=5,none,<3,liability,legal
jun,4,wednesday,pontiac,urban,jun,4,fri,1994,0,0,male,married,policy-holder,sport,<20,2,400,4,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jan,2,monday,toyota,urban,jan,2,wed,1994,0,0,male,married,third-party,sedan,20<=X<=29,13,400,4,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jan,2,monday,honda,urban,jan,2,tue,1994,0,0,male,married,policy-holder,sport,20<=X<=29,9,400,2,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,2,monday,toyota,urban,jan,2,tue,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,4,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
nov,3,monday,pontiac,urban,nov,3,mon,1994,0,0,male,married,policy-holder,sport,>69,2,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
oct,3,tuesday,saab,urban,oct,4,wed,1994,1,0,male,married,third-party,sedan,30<=X<=39,5,400,2,15<=X<=30,>30,none,7,31<=X<=35,no,no,external,none,none,>8,collision,legal
oct,3,tuesday,vW,urban,oct,5,tue,1994,2,0,female,single,policy-holder,sedan,>69,14,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
dec,4,thursday,pontiac,rural,jan,1,wed,1994,2,1,male,married,policy-holder,sedan,20<=X<=29,1,400,2,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,fraud
oct,4,wednesday,pontiac,urban,oct,4,thu,1994,0,0,male,married,policy-holder,sport,>69,14,400,4,>30,>30,>4,7,51<=X<=65,no,no,external,3<=X<=5,none,<3,liability,legal
jun,2,monday,pontiac,urban,jun,4,thu,1994,2,0,male,married,policy-holder,sedan,20<=X<=29,13,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
apr,2,friday,mazda,urban,apr,2,fri,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,10,400,2,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,none,4<=X<=8,<3,all-perils,legal
dec,4,thursday,chevrolet,urban,jan,1,mon,1994,2,1,male,married,policy-holder,sedan,20<=X<=29,12,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,collision,fraud
mar,5,tuesday,vW,urban,apr,1,tue,1994,1,1,male,married,third-party,sedan,>69,5,400,2,>30,>30,none,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
mar,4,thursday,mercury,urban,mar,4,fri,1994,0,0,male,married,policy-holder,sedan,<20,16,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
dec,4,thursday,chevrolet,urban,jan,2,tue,1994,3,0,male,married,policy-holder,sedan,20<=X<=29,16,400,4,>30,>30,none,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,fraud
mar,1,wednesday,pontiac,rural,mar,1,thu,1994,0,0,female,single,policy-holder,sedan,20<=X<=29,3,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,yes,external,>5,none,<3,collision,legal
mar,1,thursday,pontiac,urban,mar,1,fri,1994,0,0,male,married,policy-holder,sport,20<=X<=29,11,400,1,>30,>30,one,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
jan,3,monday,pontiac,urban,jan,4,sat,1994,1,0,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,none,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,3,monday,mazda,urban,jan,3,tue,1994,0,1,male,single,policy-holder,sport,30<=X<=39,5,400,4,>30,>30,>4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,3,sunday,chevrolet,urban,jan,3,tue,1994,0,1,male,single,policy-holder,sport,20<=X<=29,16,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
jan,3,saturday,mazda,urban,jan,3,mon,1994,0,1,female,single,policy-holder,sport,20<=X<=29,1,400,3,>30,>30,2<=X<=4,4-Jan,26<=X<=30,no,no,external,1<=X<=2,<0.5,<3,liability,legal
aug,3,wednesday,mazda,urban,jan,3,wed,1994,25,1,female,single,policy-holder,sport,20<=X<=29,12,400,3,>30,>30,>4,5,26<=X<=30,no,no,external,1<=X<=2,none,<3,liability,legal
aug,4,monday,honda,urban,mar,3,thu,1994,34,0,male,single,policy-holder,sedan,>69,7,400,1,>30,>30,none,4-Jan,16<=X<=17,no,no,external,none,none,<3,collision,legal
feb,3,saturday,pontiac,urban,mar,4,mon,1994,6,0,male,single,third-party,sedan,<20,9,400,1,>30,>30,one,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
dec,4,friday,honda,urban,jan,1,tue,1994,2,1,male,single,third-party,sedan,>69,3,400,4,>30,>30,none,4-Jan,16<=X<=17,no,no,external,none,none,<3,collision,legal
feb,3,thursday,ford,urban,feb,5,tue,1994,2,0,male,married,policy-holder,sedan,<20,14,400,4,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,3<=X<=4,all-perils,legal
feb,3,thursday,accura,rural,feb,3,fri,1994,0,0,male,married,policy-holder,sport,30<=X<=39,11,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
feb,3,friday,toyota,urban,feb,3,mon,1994,0,0,male,single,policy-holder,sedan,20<=X<=29,16,700,2,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,2,wednesday,accura,urban,feb,2,thu,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,1,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
jan,3,monday,honda,urban,jan,3,tue,1994,0,1,male,single,third-party,sport,>69,12,400,4,>30,>30,2<=X<=4,4-Jan,21<=X<=25,no,no,external,none,none,<3,collision,legal
jan,3,monday,pontiac,urban,jan,4,tue,1994,1,0,male,married,policy-holder,sedan,20<=X<=29,10,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,3,monday,pontiac,urban,jan,4,mon,1994,1,0,male,single,policy-holder,sedan,20<=X<=29,3,400,2,>30,>30,one,5,31<=X<=35,no,no,external,none,4<=X<=8,<3,collision,legal
jan,3,wednesday,pontiac,urban,jan,3,thu,1994,0,1,male,married,policy-holder,sport,30<=X<=39,15,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
dec,5,friday,mazda,urban,jan,1,tue,1994,1,1,male,married,third-party,sport,>69,12,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
dec,5,friday,pontiac,urban,jan,1,mon,1994,1,1,male,single,policy-holder,sport,20<=X<=29,9,500,2,>30,>30,one,8,36<=X<=40,no,no,external,>5,2<=X<=3,<3,liability,legal
dec,5,saturday,vW,urban,jan,1,wed,1994,1,1,male,married,policy-holder,sedan,>69,5,400,3,>30,>30,one,8,41<=X<=50,no,no,external,>5,none,<3,collision,legal
dec,5,saturday,toyota,urban,jan,1,tue,1994,1,1,female,married,policy-holder,sedan,20<=X<=29,12,400,1,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
aug,3,thursday,mazda,urban,aug,3,thu,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,16,400,3,>30,>30,one,7,41<=X<=50,no,no,external,>5,none,<3,collision,legal
jun,5,tuesday,pontiac,urban,jun,5,tue,1994,0,0,male,married,policy-holder,sport,30<=X<=39,10,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
jun,1,friday,pontiac,urban,jun,1,fri,1994,0,0,male,married,policy-holder,sedan,20<=X<=29,9,400,2,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
may,2,sunday,accura,urban,may,2,mon,1994,0,0,male,married,third-party,sedan,20<=X<=29,1,400,4,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
apr,5,thursday,pontiac,urban,apr,5,fri,1994,0,0,male,married,policy-holder,sedan,30<=X<=39,3,400,1,>30,>30,one,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,collision,legal
apr,1,saturday,toyota,urban,apr,1,tue,1994,0,1,male,married,third-party,sedan,20<=X<=29,7,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
feb,4,monday,pontiac,urban,aug,5,mon,1994,31,0,female,married,policy-holder,sport,20<=X<=29,16,400,2,>30,>30,one,7,41<=X<=50,no,no,external,none,none,<3,liability,legal
dec,4,monday,vW,urban,jan,1,mon,1994,2,1,male,married,third-party,sedan,>69,5,400,2,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,1,saturday,pontiac,urban,feb,2,sat,1994,1,0,male,married,policy-holder,sport,20<=X<=29,4,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
